보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
송정동036,1,서울특별시 성동구 송정동 65-28,서울특별시 성동구 송정동 123-4,37.545205,127.0636823,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동037,1,서울특별시 성동구 송정동 14-5,서울특별시 성동구 송정동 39-26,37.5451449,127.0639636,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동038,1,서울특별시 성동구 송정동 31-18,서울특별시 성동구 송정동 107-20,37.5452864,127.0641306,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동039,1,서울특별시 성동구 송정동 98-15,서울특별시 성동구 송정동 114-10,37.545261,127.0643852,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동040,1,서울특별시 성동구 송정동 16-20,서울특별시 성동구 송정동 26-25,37.5452287,127.0646498,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동041,1,서울특별시 성동구 송정동 41-8,서울특별시 성동구 송정동 45-18,37.5452346,127.0648557,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동042,1,서울특별시 성동구 송정동 121-10,서울특별시 성동구 송정동 9-8,37.5451595,127.0651108,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동043,1,서울특별시 성동구 송정동 19-22,서울특별시 성동구 송정동 60-30,37.5452476,127.06539,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동044,1,서울특별시 성동구 송정동 31-21,서울특별시 성동구 송정동 40-16,37.5455469,127.0612456,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동045,1,서울특별시 성동구 송정동 124-16,서울특별시 성동구 송정동 63-15,37.5454348,127.0614445,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동046,1,서울특별시 성동구 송정동 131-24,서울특별시 성동구 송정동 35-28,37.5454113,127.0615942,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동047,1,서울특별시 성동구 송정동 88-30,서울특별시 성동구 송정동 130-9,37.5454323,127.0619222,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동048,1,서울특별시 성동구 송정동 149-22,서울특별시 성동구 송정동 126-28,37.5453885,127.0621441,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동049,1,서울특별시 성동구 송정동 142-25,서울특별시 성동구 송정동 140-13,37.5454596,127.0623376,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동050,1,서울특별시 성동구 송정동 62-19,서울특별시 성동구 송정동 99-8,37.5455374,127.0626313,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동051,1,서울특별시 성동구 송정동 122-23,서울특별시 성동구 송정동 98-13,37.5455122,127.0627313,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동052,1,서울특별시 성동구 송정동 127-2,서울특별시 성동구 송정동 33-17,37.5455149,127.0630607,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동053,1,서울특별시 성동구 송정동 26-17,서울특별시 성동구 송정동 117-1,37.5454412,127.0632046,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동054,1,서울특별시 성동구 송정동 20-16,서울특별시 성동구 송정동 68-11,37.5454112,127.06356,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동055,1,서울특별시 성동구 송정동 137-13,서울특별시 성동구 송정동 82-21,37.545499,127.0637567,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동056,1,서울특별시 성동구 송정동 10-20,서울특별시 성동구 송정동 18-8,37.5455301,127.0639629,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동057,1,서울특별시 성동구 송정동 24-14,서울특별시 성동구 송정동 26-25,37.5454976,127.064163,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동058,1,서울특별시 성동구 송정동 77-29,서울특별시 성동구 송정동 8-2,37.5455007,127.0643652,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동059,1,서울특별시 성동구 송정동 111-5,서울특별시 성동구 송정동 63-17,37.5455155,127.0646282,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동060,1,서울특별시 성동구 송정동 45-3,서울특별시 성동구 송정동 98-20,37.5454787,127.0649401,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동061,1,서울특별시 성동구 송정동 60-15,서울특별시 성동구 송정동 66-15,37.5454267,127.0651915,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동062,1,서울특별시 성동구 송정동 74-22,서울특별시 성동구 송정동 140-6,37.5454948,127.0654214,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동063,1,서울특별시 성동구 송정동 77-21,서울특별시 성동구 송정동 109-23,37.5454588,127.065565,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동064,1,서울특별시 성동구 송정동 60-16,서울특별시 성동구 송정동 7-20,37.5457439,127.0599984,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동065,1,서울특별시 성동구 송정동 17-21,서울특별시 성동구 송정동 119-30,37.5456942,127.0602687,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동066,1,서울특별시 성동구 송정동 12-2,서울특별시 성동구 송정동 78-16,37.5456901,127.0604685,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동067,1,서울특별시 성동구 송정동 100-15,서울특별시 성동구 송정동 95-22,37.5456573,127.0607772,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동068,1,서울특별시 성동구 송정동 40-29,서울특별시 성동구 송정동 107-21,37.5457532,127.0609538,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동069,1,서울특별시 성동구 송정동 9-23,서울특별시 성동구 송정동 95-7,37.5457751,127.061198,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동070,1,서울특별시 성동구 송정동 26-22,서울특별시 성동구 송정동 95-18,37.5457129,127.0613694,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동071,1,서울특별시 성동구 송정동 32-28,서울특별시 성동구 송정동 117-3,37.5456991,127.0616274,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동072,1,서울특별시 성동구 송정동 13-26,서울특별시 성동구 송정동 86-8,37.5456757,127.0618982,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동073,1,서울특별시 성동구 송정동 54-19,서울특별시 성동구 송정동 56-27,37.5457677,127.0620608,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동074,1,서울특별시 성동구 송정동 1-9,서울특별시 성동구 송정동 38-5,37.545679,127.062384,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동075,1,서울특별시 성동구 송정동 7-5,서울특별시 성동구 송정동 4-12,37.5456818,127.0625201,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동076,1,서울특별시 성동구 송정동 45-9,서울특별시 성동구 송정동 14-5,37.5457679,127.0628185,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동077,1,서울특별시 성동구 송정동 122-15,서울특별시 성동구 송정동 93-17,37.5457091,127.0629746,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동078,1,서울특별시 성동구 송정동 12-24,서울특별시 성동구 송정동 134-10,37.5456592,127.0632691,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동079,1,서울특별시 성동구 송정동 103-14,서울특별시 성동구 송정동 28-16,37.5457447,127.0634256,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동080,1,서울특별시 성동구 송정동 83-20,서울특별시 성동구 송정동 38-3,37.5457873,127.0636645,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동081,1,서울특별시 성동구 송정동 84-13,서울특별시 성동구 송정동 136-10,37.5456857,127.0639862,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동082,1,서울특별시 성동구 송정동 30-28,서울특별시 성동구 송정동 142-24,37.5457226,127.0641858,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동083,1,서울특별시 성동구 송정동 106-11,서울특별시 성동구 송정동 117-13,37.5456761,127.0644214,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동084,1,서울특별시 성동구 송정동 66-12,서울특별시 성동구 송정동 40-22,37.5457585,127.0646312,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동085,1,서울특별시 성동구 송정동 111-4,서울특별시 성동구 송정동 96-26,37.5456525,127.0649464,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동086,1,서울특별시 성동구 송정동 144-11,서울특별시 성동구 송정동 32-14,37.5457308,127.0651393,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동087,1,서울특별시 성동구 송정동 14-10,서울특별시 성동구 송정동 80-12,37.5457815,127.0654281,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동088,1,서울특별시 성동구 송정동 124-8,서울특별시 성동구 송정동 28-12,37.5457342,127.0655437,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동089,1,서울특별시 성동구 송정동 147-8,서울특별시 성동구 송정동 110-28,37.5457307,127.0657602,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동090,1,서울특별시 성동구 송정동 84-6,서울특별시 성동구 송정동 118-27,37.5459622,127.0601895,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동091,1,서울특별시 성동구 송정동 63-14,서울특별시 성동구 송정동 103-17,37.5460425,127.0604173,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동092,1,서울특별시 성동구 송정동 57-11,서울특별시 성동구 송정동 44-3,37.5459587,127.0606849,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동093,1,서울특별시 성동구 송정동 90-12,서울특별시 성동구 송정동 38-8,37.5459967,127.0609523,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동094,1,서울특별시 성동구 송정동 40-25,서울특별시 성동구 송정동 20-6,37.5459188,127.0611311,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동095,1,서울특별시 성동구 송정동 149-15,서울특별시 성동구 송정동 145-21,37.5459958,127.0614058,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동096,1,서울특별시 성동구 송정동 81-5,서울특별시 성동구 송정동 113-3,37.5460532,127.0616154,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동097,1,서울특별시 성동구 송정동 15-12,서울특별시 성동구 송정동 130-3,37.5459661,127.0618443,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동098,1,서울특별시 성동구 송정동 74-3,서울특별시 성동구 송정동 24-20,37.5459692,127.062034,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동099,1,서울특별시 성동구 송정동 11-15,서울특별시 성동구 송정동 147-21,37.5459765,127.0623341,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동100,1,서울특별시 성동구 송정동 16-15,서울특별시 성동구 송정동 27-26,37.5459468,127.0625683,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동101,1,서울특별시 성동구 송정동 45-2,서울특별시 성동구 송정동 64-23,37.5459503,127.0628386,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동102,1,서울특별시 성동구 송정동 41-12,서울특별시 성동구 송정동 96-30,37.5460539,127.0630403,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동103,1,서울특별시 성동구 송정동 14-26,서울특별시 성동구 송정동 86-3,37.5459574,127.0633124,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동104,1,서울특별시 성동구 송정동 65-24,서울특별시 성동구 송정동 39-11,37.5459105,127.0635292,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동105,1,서울특별시 성동구 송정동 80-21,서울특별시 성동구 송정동 101-5,37.5459886,127.0636754,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동106,1,서울특별시 성동구 송정동 97-21,서울특별시 성동구 송정동 85-27,37.5460088,127.0638984,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동107,1,서울특별시 성동구 송정동 135-3,서울특별시 성동구 송정동 109-17,37.5460026,127.0642496,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동108,1,서울특별시 성동구 송정동 88-25,서울특별시 성동구 송정동 125-7,37.5458983,127.0643985,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동109,1,서울특별시 성동구 송정동 26-17,서울특별시 성동구 송정동 139-27,37.5460554,127.064606,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동110,1,서울특별시 성동구 송정동 34-20,서울특별시 성동구 송정동 97-5,37.5460368,127.0648194,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동111,1,서울특별시 성동구 송정동 43-24,서울특별시 성동구 송정동 113-2,37.5459243,127.0651563,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동112,1,서울특별시 성동구 송정동 73-25,서울특별시 성동구 송정동 115-8,37.5459537,127.0653927,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동113,1,서울특별시 성동구 송정동 50-12,서울특별시 성동구 송정동 147-15,37.5459336,127.0656642,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동114,1,서울특별시 성동구 송정동 136-14,서울특별시 성동구 송정동 42-27,37.5460185,127.0658663,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동115,1,서울특별시 성동구 송정동 14-21,서울특별시 성동구 송정동 124-28,37.5460236,127.065996,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동116,1,서울특별시 성동구 송정동 62-24,서울특별시 성동구 송정동 27-25,37.5461516,127.0605293,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동117,1,서울특별시 성동구 송정동 91-18,서울특별시 성동구 송정동 87-27,37.5462666,127.0606885,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동118,1,서울특별시 성동구 송정동 123-21,서울특별시 성동구 송정동 47-26,37.546177,127.0609921,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동119,1,서울특별시 성동구 송정동 10-10,서울특별시 성동구 송정동 52-2,37.5461591,127.0612237,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동120,1,서울특별시 성동구 송정동 132-13,서울특별시 성동구 송정동 140-16,37.5461809,127.0613383,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동121,1,서울특별시 성동구 송정동 92-28,서울특별시 성동구 송정동 13-28,37.5461549,127.0616672,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동122,1,서울특별시 성동구 송정동 112-29,서울특별시 성동구 송정동 103-24,37.5462021,127.0618158,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동123,1,서울특별시 성동구 송정동 128-23,서울특별시 성동구 송정동 128-12,37.5462921,127.0620898,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동124,1,서울특별시 성동구 송정동 109-3,서울특별시 성동구 송정동 111-20,37.5462321,127.0623883,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동125,1,서울특별시 성동구 송정동 21-11,서울특별시 성동구 송정동 76-10,37.5461779,127.0625392,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동126,1,서울특별시 성동구 송정동 114-12,서울특별시 성동구 송정동 115-2,37.5462454,127.0627925,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동127,1,서울특별시 성동구 송정동 71-21,서울특별시 성동구 송정동 15-3,37.5462882,127.0630128,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동128,1,서울특별시 성동구 송정동 41-1,서울특별시 성동구 송정동 37-28,37.546251,127.0632467,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동129,1,서울특별시 성동구 송정동 18-8,서울특별시 성동구 송정동 94-12,37.5462575,127.0634908,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동130,1,서울특별시 성동구 송정동 116-12,서울특별시 성동구 송정동 96-15,37.5463009,127.0636579,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동131,1,서울특별시 성동구 송정동 102-11,서울특별시 성동구 송정동 72-8,37.5461613,127.0639069,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동132,1,서울특별시 성동구 송정동 100-30,서울특별시 성동구 송정동 144-4,37.5461531,127.0641468,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동133,1,서울특별시 성동구 송정동 74-23,서울특별시 성동구 송정동 126-7,37.546273,127.0644617,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동134,1,서울특별시 성동구 송정동 114-3,서울특별시 성동구 송정동 82-22,37.5461707,127.0645931,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동135,1,서울특별시 성동구 송정동 77-28,서울특별시 성동구 송정동 41-23,37.5462625,127.0649013,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동136,1,서울특별시 성동구 송정동 131-8,서울특별시 성동구 송정동 32-7,37.5462974,127.0651475,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동137,1,서울특별시 성동구 송정동 93-18,서울특별시 성동구 송정동 147-12,37.5461712,127.065404,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동138,1,서울특별시 성동구 송정동 23-3,서울특별시 성동구 송정동 80-13,37.5462776,127.0655979,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동139,1,서울특별시 성동구 송정동 148-3,서울특별시 성동구 송정동 33-11,37.546264,127.0658259,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동140,1,서울특별시 성동구 송정동 89-5,서울특별시 성동구 송정동 142-21,37.5461609,127.0660484,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동141,1,서울특별시 성동구 송정동 81-7,서울특별시 성동구 송정동 41-16,37.5464282,127.0604555,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동142,1,서울특별시 성동구 송정동 6-3,서울특별시 성동구 송정동 101-17,37.5464773,127.0607759,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동143,1,서울특별시 성동구 송정동 13-2,서울특별시 성동구 송정동 73-16,37.5465573,127.0609018,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동144,1,서울특별시 성동구 송정동 74-18,서울특별시 성동구 송정동 3-28,37.5465438,127.0612042,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동145,1,서울특별시 성동구 송정동 94-25,서울특별시 성동구 송정동 104-12,37.5464716,127.0614728,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동146,1,서울특별시 성동구 송정동 93-18,서울특별시 성동구 송정동 74-3,37.5464667,127.061655,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동147,1,서울특별시 성동구 송정동 31-5,서울특별시 성동구 송정동 25-13,37.5464833,127.0619182,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동148,1,서울특별시 성동구 송정동 37-7,서울특별시 성동구 송정동 131-13,37.5465298,127.0620822,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동149,1,서울특별시 성동구 송정동 86-26,서울특별시 성동구 송정동 122-17,37.5464091,127.0622663,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동150,1,서울특별시 성동구 송정동 84-30,서울특별시 성동구 송정동 82-6,37.5464265,127.0626351,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동151,1,서울특별시 성동구 송정동 87-17,서울특별시 성동구 송정동 131-18,37.5465611,127.0628426,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동152,1,서울특별시 성동구 송정동 95-11,서울특별시 성동구 송정동 29-14,37.546516,127.0630044,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동153,1,서울특별시 성동구 송정동 7-20,서울특별시 성동구 송정동 122-9,37.5464518,127.0633323,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동154,1,서울특별시 성동구 송정동 59-24,서울특별시 성동구 송정동 14-19,37.5465279,127.0635448,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동155,1,서울특별시 성동구 송정동 98-5,서울특별시 성동구 송정동 63-2,37.5464299,127.0637534,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동156,1,서울특별시 성동구 송정동 113-11,서울특별시 성동구 송정동 108-5,37.5465543,127.0639025,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동157,1,서울특별시 성동구 송정동 121-28,서울특별시 성동구 송정동 16-23,37.5465131,127.0641826,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
