facility_type,facility_name,latitude,longitude,facility_count,source_name,source_key
CCTV,서울특별시 서초구 청계산로 434,37.4305,127.071,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804195
CCTV,서울특별시 서초구 산불감시,37.4321,127.047,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801550
CCTV,서울특별시 금천구 시흥대로2길 8-41,37.434047,126.905432,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800448
CCTV,서울특별시 금천구 시흥대로2길 60-5,37.434245,126.906744,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800449
CCTV,서울특별시 금천구 시흥대로2길 8-51,37.4343015,126.9047079,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800818
CCTV,서울특별시 금천구 시흥대로2길 8-63,37.434354,126.904018,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800168
CCTV,서울특별시 서초구 새정3길 14,37.4346,127.069,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804624
CCTV,서울특별시 금천구 시흥대로2길 60-5,37.434623,126.9067696,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800817
CCTV,서울특별시 금천구 시흥대로2길 32,37.434695,126.905279,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800051
CCTV,서울특별시 서초구 신원동 44-20,37.4348,127.066,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805057
CCTV,서울특별시 금천구 시흥3동 970-3,37.434817,126.904699,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800511
CCTV,서울특별시 금천구 시흥대로2길 47,37.434837,126.905743,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800328
CCTV,서울특별시 서초구 신원동 25-9,37.435,127.069,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800963
CCTV,서울특별시 금천구 시흥대로2길 60,37.435124,126.906613,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800052
CCTV,서울특별시 서초구 신원동 2-1,37.4354,127.066,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800964
CCTV,서울특별시 서초구 신원동 9-26,37.4354,127.068,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800966
CCTV,서울특별시 서초구 신원동 9-2,37.4356,127.068,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800398
CCTV,서울특별시 금천구 시흥대로2나길 28,37.436172,126.905213,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800053
CCTV,서울특별시 금천구 시흥대로6길 35-15,37.436847,126.9047894,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800835
CCTV,서울특별시 서초구 양재2동 525-1,37.4373,127.063,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800956
CCTV,서울특별시 금천구 시흥대로6길 35-25,37.43738,126.904692,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800731
CCTV,서울특별시 금천구 시흥3동 산4-31,37.437484,126.904853,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800531
CCTV,서울특별시 금천구 시흥3동 산4-31,37.437583,126.904846,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800532
CCTV,서울특별시 금천구 시흥대로12길 10-5,37.4382257,126.9048156,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800419
CCTV,서울특별시 금천구 시흥대로 50,37.4383235,126.903344,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800888
CCTV,서울특별시 금천구 시흥대로12길 13,37.43904,126.904086,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800679
CCTV,서울특별시 금천구 시흥대로12길 45,37.439314,126.906031,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800106
CCTV,서울특별시 금천구 시흥대로16길 20,37.439441,126.905211,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800690
CCTV,서울특별시 금천구 시흥3동 959-2,37.439757,126.904854,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800505
CCTV,서울특별시 금천구 시흥대로12길 72,37.439947,126.907158,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800105
CCTV,서울특별시 금천구 시흥대로16길 27,37.439952,126.905962,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800683
CCTV,서울특별시 금천구 시흥대로 53,37.440095,126.901464,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800169
CCTV,서울특별시 서초구 양재2동 산114,37.4403,127.044,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801553
CCTV,서울특별시 금천구 시흥대로18길 10,37.440351,126.904216,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800678
CCTV,서울특별시 금천구 시흥대로18길 39,37.440392,126.906038,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800684
CCTV,서울특별시 서초구 양재2동 469-3,37.4404,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801040
CCTV,서울특별시 금천구 시흥대로18길 65,37.440409,126.907304,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800576
CCTV,서울특별시 금천구 시흥대로18길 49,37.440883,126.905983,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800682
CCTV,서울특별시 금천구 시흥대로20길 18,37.441333,126.90436,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800677
CCTV,서울특별시 금천구 시흥대로24길 23,37.441375,126.905891,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800489
CCTV,서울특별시 금천구 시흥대로24길 56,37.441377,126.90763,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800688
CCTV,서울특별시 금천구 시흥3동 947-4,37.441383,126.90627,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800760
CCTV,서울특별시 금천구 시흥대로26길 42,37.441798,126.905946,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800681
CCTV,서울특별시 금천구 시흥대로26길 64,37.44183,126.907372,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800470
CCTV,서울특별시 서초구 양재2동 420-2,37.4423,127.054,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804277
CCTV,서울특별시 금천구 시흥대로26길 11,37.442306,126.904484,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800676
CCTV,서울특별시 금천구 시흥대로28길 32,37.442328,126.905989,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800399
CCTV,"서울특별시 관악구 산불감시(연주대,삼성동)",37.44241,126.9653,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800105
CCTV,서울특별시 금천구 시흥대로28길 58,37.442425,126.907056,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800687
CCTV,서울특별시 금천구 시흥대로 93-12,37.4424836,126.9029516,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800889
CCTV,서울특별시 금천구 시흥대로28길 7-8,37.442602,126.904078,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800400
CCTV,서울특별시 금천구 시흥대로32길 17,37.442661,126.905418,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800691
CCTV,서울특별시 금천구 시흥대로28길 47-14,37.442807,126.90643,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800447
CCTV,서울특별시 서초구 양재2동 411-3,37.4429,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800972
CCTV,서울특별시 금천구 시흥대로28길 35-16,37.443043,126.90599,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800680
CCTV,서울특별시 금천구 시흥대로30길 20,37.443149,126.904589,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800675
CCTV,서울특별시 금천구 시흥3동 943-16,37.443231,126.905979,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800504
CCTV,서울특별시 금천구 시흥대로36길 61,37.443239,126.906555,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800686
CCTV,서울특별시 서초구 원지동 419-7,37.4435,127.055,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800559
CCTV,서울특별시 서초구 원지동 375-5,37.4435,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801225
CCTV,서울특별시 서초구 원지동 401-1,37.4435,127.057,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805273
CCTV,서울특별시 서초구 원지동 419-7,37.4436,127.055,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800561
CCTV,서울특별시 서초구 신원동 177-2,37.4436,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802548
CCTV,서울특별시 금천구 시흥대로36길 18-11,37.443604,126.905602,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800121
CCTV,서울특별시 금천구 시흥대로36길 18-5,37.443624,126.905253,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800689
CCTV,서울특별시 금천구 시흥대로38길 4,37.443657,126.904652,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800674
CCTV,서울특별시 서초구 양재2동 419-15,37.4437,127.055,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800903
CCTV,서울특별시 서초구 내곡동 179,37.4437,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000806143
CCTV,서울특별시 서초구 내곡동 177-2,37.4438,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000806265
CCTV,서울특별시 서초구 원터길 20,37.4441,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000803456
CCTV,서울특별시 금천구 시흥대로38길 7-6,37.444148,126.904331,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800730
CCTV,서울특별시 금천구 시흥대로36길 33,37.444223,126.905683,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800685
CCTV,서울특별시 서초구 원지동 368-1,37.4444,127.055,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800488
CCTV,서울특별시 서초구 원지동 368-1,37.4444,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800489
CCTV,서울특별시 금천구 시흥대로38길 18-2,37.444438,126.905075,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800234
CCTV,서울특별시 서초구 원지동 380-9,37.4445,127.057,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805148
CCTV,서울특별시 금천구 시흥대로 165,37.444635,126.898674,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800701
CCTV,서울특별시 금천구 시흥대로38길 27,37.444866,126.90471,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800391
CCTV,서울특별시 서초구 청계산로1,37.4449,127.057,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801990
CCTV,서울특별시 금천구 시흥1동 586-2 (엘리베이터1_內),37.445004,126.898858,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800700
CCTV,서울특별시 서초구 내곡동 195-18,37.4452,127.057,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805289
CCTV,서울특별시 금천구 시흥대로 126,37.445228,126.904108,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800167
CCTV,서울특별시 금천구 시흥대로37길 10,37.445551,126.902908,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800128
CCTV,서울특별시 서초구 원지동 361-1,37.4456,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805776
CCTV,서울특별시 서초구 원지동 361-1,37.4457,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805778
CCTV,서울특별시 서초구 원지동 361-1,37.4458,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805781
CCTV,서울특별시 서초구 원지동 361-1,37.4459,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805780
CCTV,서울특별시 서초구 내곡동 197-14,37.4459,127.057,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800125
CCTV,서울특별시 서초구 원지동 361-1,37.446,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805767
CCTV,서울특별시 서초구 청룡마을4길 4,37.446,127.058,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804499
CCTV,서울특별시 금천구 금하로 816,37.446008,126.918248,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800041
CCTV,서울특별시 금천구 시흥대로 133-1,37.446032,126.90314,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800729
CCTV,서울특별시 서초구 원지동 361-1,37.4461,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805766
CCTV,서울특별시 금천구 시흥동 산 77-1,37.446129,126.909984,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800702
CCTV,서울특별시 서초구 신원동 224-3,37.4462,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805795
CCTV,서울특별시 금천구 금하로24길 104,37.44629,126.909543,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800413
CCTV,서울특별시 금천구 시흥대로40길 111-5,37.4463,126.908595,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800628
CCTV,서울특별시 서초구 청룡마을길 16,37.4463,127.058,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000803307
CCTV,서울특별시 서초구 신원동 224-3,37.4463,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805791
CCTV,서울특별시 금천구 시흥대로38길 61,37.446395,126.904594,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800586
CCTV,서울특별시 서초구 원지동 359-2,37.4464,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805783
CCTV,서울특별시 서초구 신원동 224-3,37.4464,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805792
CCTV,서울특별시 금천구 시흥1동 1027-2,37.446452,126.901577,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800540
CCTV,서울특별시 서초구 원지동 359-2,37.4465,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805784
CCTV,서울특별시 금천구 시흥대로38길 61,37.446514,126.90385,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800265
CCTV,서울특별시 금천구 시흥동 1027-1,37.4465995,126.9016553,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800653
CCTV,서울특별시 서초구 원지동 359-2,37.4466,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805788
CCTV,서울특별시 서초구 내곡동 226-2,37.4466,127.059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000806263
CCTV,서울특별시 금천구 시흥대로40길 111-11,37.446669,126.908511,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800115
CCTV,서울특별시 금천구 시흥대로39길 52,37.446697,126.900435,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800084
CCTV,서울특별시 금천구 금하로24다길 50,37.446707,126.910185,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800627
CCTV,서울특별시 금천구 시흥5동 412-5,37.446718,126.911137,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800534
CCTV,서울특별시 서초구 신원동 227-7,37.4468,127.058,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000806384
CCTV,서울특별시 금천구 시흥5동 412-5,37.446803,126.911008,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800535
CCTV,서울특별시 금천구 독산로6길 49,37.446876,126.9056,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800587
CCTV,서울특별시 금천구 시흥대로40가길 14,37.446937,126.905879,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800476
CCTV,서울특별시 금천구 시흥대로38길 61,37.446943,126.903925,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800761
CCTV,서울특별시 서초구 청계산로 203,37.447,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802690
CCTV,서울특별시 금천구 시흥5동 412-5,37.447004,126.911411,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800533
CCTV,서울특별시 금천구 시흥대로40마길 12,37.447196,126.908253,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800290
CCTV,서울특별시 서초구 청룡마을4길 15,37.4472,127.058,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000803459
CCTV,서울특별시 금천구 금하로24다길 41,37.4472105,126.9099973,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800825
CCTV,서울특별시 금천구 시흥대로40마길 1,37.447218,126.907628,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800632
CCTV,서울특별시 금천구 시흥2동 1013-12,37.447242,126.919503,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800641
CCTV,서울특별시 금천구 시흥대로40마길 7,37.447246,126.907837,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800301
CCTV,서울특별시 금천구 시흥대로39길 52-11,37.44727,126.900593,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800050
CCTV,서울특별시 금천구 시흥대로40마길 13,37.447286,126.908213,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800294
CCTV,서울특별시 서초구 청계산로11길 7-12,37.4473,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802333
CCTV,서울특별시 서초구 청계산로11길 7-12,37.4474,127.056,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802332
CCTV,서울특별시 금천구 시흥대로40길 42,37.447451,126.906016,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800769
CCTV,서울특별시 금천구 금하로24길 82,37.44746,126.909117,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800739
CCTV,서울특별시 금천구 시흥대로40길 46,37.4474621,126.9062055,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800896
CCTV,서울특별시 금천구 시흥대로47길 43-1,37.447532,126.899278,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800467
CCTV,서울특별시 금천구 시흥대로40길 7,37.447613,126.904147,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800779
CCTV,서울특별시 금천구 시흥5동 935-90,37.4476674,126.9020942,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800601
CCTV,서울특별시 금천구 시흥대로40길 167,37.447718,126.911281,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800129
CCTV,서울특별시 금천구 시흥대로41길 11,37.447751,126.902029,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800519
CCTV,서울특별시 서초구 청계산로11길14,37.4478,127.057,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801434
CCTV,서울특별시 서초구 서초구 신원동 251,37.4478,127.058,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800129
CCTV,서울특별시 금천구 금하로24라길 14,37.447818,126.910295,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800456
CCTV,서울특별시 금천구 독산로8다길 9,37.4478915,126.9080838,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431700000800902
