스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.8167161,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816705,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.56559345,126.8165292,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
99,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.56559345,126.816574,99,Y,속도센서+카운팅센서,교통,N,N,N,N,N,N,,,교통량측정정보+평균속도정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.56201744,126.816406,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.56201744,126.816405,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.56201744,126.8164767,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.56373892,126.816586,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.56373892,126.816514,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.56373892,126.816514,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.56559345,126.8165292,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.56559345,126.8165292,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.5676834,126.8165246,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.5676834,126.816501,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.5676834,126.816519,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.5676834,126.816522,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.5676834,126.8165246,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.5676834,126.816524,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.56834294,126.816671,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.56834294,126.8166703,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568395,126.8166703,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.56834294,126.816687,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.56834294,126.8166703,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 240-5,37.5692296,126.816685,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 240-5,37.5692296,126.816658,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 252-4,37.5701294,126.816545,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816705,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 252-4,37.5701294,126.8165174,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816702,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816716,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816743,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816745,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816754,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.816775,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.8167161,1,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.57130015,126.8167161,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.570641,126.8377538,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.57066701,126.8377538,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.57066701,126.837783,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.57340882,126.837201,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.573459,126.8372315,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.57340882,126.8372315,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
1,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 2-17,37.57597922,126.8370585,1,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2026-04-13,3150000,서울특별시 강서구
02,충청남도,당진시,유곡2길,충청남도 당진시 유곡2길 21,,36.963144,126.689244,99,Y,일일 통행 인원 집계+조도센서 등,일일 통행량 집계,Y,Y,N,N,Y,Y,비상벨,관제센터 연결,,2025,주식회사 새움,02-468-5755,2026-05-14,5680000,충청남도 당진시
02,충청남도,당진시,해명1로,충청남도 당진시 해명1로 200,,36.980449,126.588425,99,Y,일일 통행 인원 집계+조도센서 등,일일 통행량 집계,Y,Y,N,N,Y,Y,비상벨,관제센터 연결,,2025,주식회사 새움,02-468-5755,2026-05-14,5680000,충청남도 당진시
02,충청남도,보령시,됫박산1길,충청남도 보령시 됫박산1길 31,충청남도 보령시 신흑동 1440-49,36.31007921,126.5202944,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,신설1길,충청남도 보령시 신설1길 15,충청남도 보령시 동대동 1956,36.34936087,126.6044246,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,천변남길,,충청남도 보령시 동대동 727-16,36.35245805,126.6032402,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,수로길,,충청남도 보령시 동대동 561-7,36.34826669,126.6102734,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,두러뫼길,,충청남도 보령시 동대동 658-4,36.35486118,126.6067144,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,소리길,,충청남도 보령시 대천동 545,36.36096466,126.5799605,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,새마을2길,,충청남도 보령시 신흑동 1775-236,36.30793672,126.5188513,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,됫박산2길,충청남도 보령시 됫박산2길 16,충청남도 보령시 신흑동 1440-45,36.30919985,126.5197363,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,쇳개길,충청남도 보령시 쇳개길 28,충청남도 보령시 대천동 297-43,36.34728053,126.5888139,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,원뚝길,,충청남도 보령시 대천동 1233,36.34874038,126.5875043,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,대관초등길,,충청남도 보령시 대천동 503-16,36.35742204,126.5852431,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,성주산로,,충청남도 보령시 성주면 성주리 산39,36.33294323,126.6640205,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,만수로,,충청남도 보령시 성주면 개화리 642-142,36.29131822,126.6465576,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,은현내동길,,충청남도 보령시 미산면 옥현리 178,36.22322154,126.7076659,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,야동2길,,충청남도 보령시 남포면 달산리 262,36.29696626,126.5895422,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,창동3길,,충청남도 보령시 남포면 창동리 651-22,36.31779774,126.6043456,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,서해안고속도로,,충청남도 보령시 남포면 제석리 6-2,36.32471499,126.5841111,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,놀문이길,,충청남도 보령시 천북면 사호리 708,36.49218643,126.4935186,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,청소큰길,,충청남도 보령시 청소면 진죽리 284,36.45138091,126.5930423,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,넙티로,,충청남도 보령시 청소면 진죽리 53-2,36.44231634,126.5999516,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,배재길,,충청남도 보령시 주포면 관산리 306-1,36.40620209,126.5832143,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,관창공단길,,충청남도 보령시 주교면 관창리 470-2,36.36868619,126.5792844,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
02,충청남도,보령시,대터골길,,충청남도 보령시 주교면 주교리 675-2,36.39047734,126.5584709,1,N,적외선센서,,Y,Y,Y,N,N,N,,,,,충청남도 보령시청 교통과,041-930-3991,2026-04-25,4510000,충청남도 보령시
