보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명
부암동,1,,서울특별시 종로구 신영동 176-25,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 214-65,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 176-2 옆위 소림사절,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 176-2 옆위 소림사절,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 72-7 (세검8고옆),,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 67-1 월편,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 68-8,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-27,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-48,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-48 위쪽,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-43 경진빌라,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-49 경진빌라 위쪽,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-17 월편,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-16 옆,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-16,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 69-4 월편,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 59,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-20 집안에,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-103 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-53 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 175-3 신원빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 175-4 신원빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 175-3 신원빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-2 옆도로,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-2,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-44,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 522,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-4 옆 위,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-4,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-42,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-38,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-37 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-97 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-108 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-108 옆 계단,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 530-15 밑 계단,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 530-15,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-34,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-7 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-36,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 530-9,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-110,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 23-105,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-40 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-41 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 511-8,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-64,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-16,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 523-47,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-19,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-19 뒤,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-20,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-11 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 172-24 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-11 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-26,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-27 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 512-17,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 511-9 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 511-9 옆,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 509-6 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 494-12 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 494-12 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 494-10 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 135-8 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 415-5,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 488-9,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 488-2,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 489-4 월편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 180 인왕사 불국사 월편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-469 월편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-484 월편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-248,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-486,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-489,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-490,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-491,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-143,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-480,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-133,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-132,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-322,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-352,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-81,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-162,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-306,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-451 앞,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-173,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-280,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-162 뒤쪽,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-172,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-368,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-244,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-74,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-89,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-72 앞,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-73,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-96,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-87,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-258,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 6-55,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 6-55,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-68 월편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-68 경북교회 앞,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-68,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 1-4 맹학교,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-68 경북교회 옆 계단,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-68 뒤,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-34 옆 골목,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-385,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-383 앞,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-383 앞,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-196 앞,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-121,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 47-324 효자어린이집,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 47-324 주차장,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 2-57,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 6-30,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-391,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 79,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 78,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 신교동 75-1,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로2가 1 - 285 옆 골목,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로2가 1 - 286,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로2가 1 - 287,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로2가 1 - 307,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로2가 1 - 319,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로2가 1 - 294,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 315 - 2,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 336 - 5,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 336 - 3,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 320 - 2,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 322 - 2,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 334 - 1,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 334 - 12,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 334 - 17,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 317,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 334 - 5,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 322 - 1,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 324,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 324,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 311 - 54,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 178 - 6,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 178 - 6,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 330,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 329 - 2,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 321,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 311 - 78,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 176 앞,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 181 - 3,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 181 - 3,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 181 - 3,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 사직동 176 - 1,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 233,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 230 옆,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 134,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 137,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 162,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 335,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 104 옆,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 104,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 222,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 167 뒷쪽,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 165,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 263,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 112 사우디대사관,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 185,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 183,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 180,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 178 앞,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 417,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 76,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 176,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 175,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 174 앞,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 348,,,,,02-2148-3193,서울특별시 종로구청
사직동,1,,서울특별시 종로구 신문로 2가 1 - 75,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 75-1 월편,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 75-1,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 76-9,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 76-19,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 76-23 앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 76-5 앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 76-16 위쪽계단,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 94-24,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 168-7 앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 168-7 월편도로쪽,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 168-3,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 167-1 경동빌라,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 165 세검정성당,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 165 세검정성당,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 162-25,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 162-25,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 166-2,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 162-19 ?,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 166-22,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 162-15,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 162-16,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 162-18,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-31,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 156,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-29,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-29,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-30,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-8,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-30,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 156-4,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 157-2,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 155-1,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 154 중앙빌라앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 154 중앙빌라앞 위계단,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-5,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-16,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-29,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 158-12 앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 1401 앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 140 부민빌라,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 98,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 97 선린빌라 앞,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 93,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 93 옆,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 150-4,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 150-5,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 105,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 105 산길올라가는곳,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 105 절밑에,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 86-3 뒤,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 86-3 옆,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 86-3,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 86-3 옆밑에,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 105-6,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 105-7,,,,,02-2148-3193,서울특별시 종로구청
