보안등위치명,설치개수,소재지도로명주소,위도,경도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
답십리1동(0065),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0066),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0067),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0068),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0069),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0070),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0071),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0072),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0073),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0074),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0075),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0076),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0077),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0078),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0079),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0080),1,서울특별시 동대문구 서울시립대로2길 59,37.57278439,127.0490625,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0081),1,서울특별시 동대문구 서울시립대로2길 40-7,37.57284644,127.0478164,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0082),1,서울특별시 동대문구 황물로 57-7,37.57283835,127.0479297,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0084),1,서울특별시 동대문구 황물로 57,37.57256706,127.0478086,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0085),1,서울특별시 동대문구 황물로 57-10,37.57274097,127.0481461,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0086),1,서울특별시 동대문구 황물로 59-1,37.57249571,127.0479001,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0087),1,서울특별시 동대문구 황물로 61-8,37.57248152,127.0483758,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0088),1,서울특별시 동대문구 황물로 63,37.57226365,127.0481748,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0089),1,서울특별시 동대문구 황물로 65-9,37.57246505,127.0485684,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0090),1,서울특별시 동대문구 황물로 65-4,37.57214971,127.0485724,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0091),1,서울특별시 동대문구 답십리로38길 39,37.5726609,127.0493923,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0092),1,서울특별시 동대문구 서울시립대로4길 70,37.57434686,127.0483973,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0094),1,서울특별시 동대문구 서울시립대로2길 71-11,37.57286184,127.0497294,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0095),1,서울특별시 동대문구 답십리로38길 33,37.57291498,127.0496155,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0096),1,서울특별시 동대문구 서울시립대로2길 65,37.57257016,127.0493142,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0099),1,서울특별시 동대문구 서울시립대로2길 71-1,37.57246314,127.0494514,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0101),1,서울특별시 동대문구 답십리로40길 32,37.57274844,127.050195,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0102),1,서울특별시 동대문구 답십리로40길 38,37.57246714,127.0499495,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0103),1,서울특별시 동대문구 답십리로40길 42,37.5722946,127.0497819,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0104),1,서울특별시 동대문구 답십리로38길 47-1,37.57244285,127.0491687,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0105),1,서울특별시 동대문구 답십리로38길 55,37.57208174,127.0490827,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0106),1,서울특별시 동대문구 답십리로38길 59-1,37.57198045,127.0488123,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0107),1,서울특별시 동대문구 답십리로38길 59-3,37.57192739,127.0489375,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0108),1,서울특별시 동대문구 답십리로38길 47-8,37.57221015,127.0493641,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0109),1,서울특별시 동대문구 답십리로38길 47-11,37.57222953,127.0495337,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0110),1,서울특별시 동대문구 답십리로40길 52,37.57195924,127.0495371,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0111),1,서울특별시 동대문구 답십리로40길 58,37.57165083,127.0492806,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0113),1,서울특별시 동대문구 황물로1길 38,37.57260865,127.0507401,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0114),1,서울특별시 동대문구 황물로1길 32,37.57235457,127.050517,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0115),1,서울특별시 동대문구 사가정로 35,37.57255723,127.0510691,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0116),1,서울특별시 동대문구 사가정로 35,37.57255723,127.0510691,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0117),1,서울특별시 동대문구 서울시립대로4길 88,37.57265506,127.0509094,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0118),1,서울특별시 동대문구 사가정로 35,37.57255723,127.0510691,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0119),1,서울특별시 동대문구 사가정로 31,37.57217556,127.0506664,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0120),1,서울특별시 동대문구 황물로1길 24,37.57201921,127.0502722,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0121),1,서울특별시 동대문구 사가정로 27,37.57203923,127.050521,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0122),1,서울특별시 동대문구 황물로1길 16,37.57173783,127.0500154,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0123),1,서울특별시 동대문구 사가정로 23-1,37.57182082,127.050252,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0124),1,서울특별시 동대문구 황물로1길 9,37.57206353,127.050181,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0125),1,서울특별시 동대문구 황물로1길 3,37.5714275,127.0495212,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0126),1,서울특별시 동대문구 황물로 54,37.57268726,127.0470713,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0162),1,서울특별시 동대문구 천호대로 231,37.5704096,127.048436,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0169),1,서울특별시 동대문구 답십리로41길 30 ,37.5732051,127.0543326,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0170),1,서울특별시 동대문구 답십리로41길 33,37.57322588,127.0535512,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0171),1,서울특별시 동대문구 답십리로41길 33,37.57322588,127.0535512,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0172),1,서울특별시 동대문구 답십리로41길 14,37.5732051,127.0543326,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0173),1,서울특별시 동대문구 답십리로41길 7,37.57311627,127.0544922,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0174),1,서울특별시 동대문구 답십리로41길 7,37.57311627,127.0544922,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0203),1,서울특별시 동대문구 전농로66길 39-4,37.58239565,127.0498235,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0208),1,서울특별시 동대문구 전농로11길 17-4,37.57527387,127.0572612,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0215),1,서울특별시 동대문구 전농로 109,37.5746796,127.057314,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0220),1,서울특별시 동대문구 전농로70길 7-1,37.58239565,127.0498235,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0228),1,서울특별시 동대문구 전농로9길 7-7,37.57405622,127.0571067,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0242),1,서울특별시 동대문구 답십리로 147-6,37.57321355,127.0565173,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0243),1,서울특별시 동대문구 답십리로 147-4,37.57312354,127.0565298,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0245),1,서울특별시 동대문구 천호대로67길 35,37.57027909,127.0512564,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0247),1,서울특별시 동대문구 답십리로 149-14,37.5734334,127.0603636,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0248),1,서울특별시 동대문구 답십리로 149-17,37.5734334,127.0603636,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0249),1,서울특별시 동대문구 전농로11길 65,37.57325184,127.0567999,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0250),1,서울특별시 동대문구 답십리로 149-3,37.57313346,127.0566429,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0263),1,서울특별시 동대문구 사가정로2길 7-1,37.56893761,127.0536393,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0264),1,서울특별시 동대문구 사가정로2길 7-1,37.56893761,127.0536393,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0265),1,서울특별시 동대문구 사가정로2길 6,37.57127442,127.0506552,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0266),1,서울특별시 동대문구 사가정로 18,37.57099213,127.0502852,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0267),1,서울특별시 동대문구 사가정로 18,37.57099213,127.0502852,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0268),1,서울특별시 동대문구 사가정로2길 8,37.57120307,127.0507466,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0269),1,서울특별시 동대문구 사가정로2길 10-7,37.57097747,127.0507042,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0270),1,서울특별시 동대문구 황물로 87,37.57081194,127.0502875,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0273),1,서울특별시 동대문구 사가정로2길 18-14,37.57076051,127.0506164,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0274),1,서울특별시 동대문구 황물로 89-1,37.5706423,127.0504821,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0276),1,서울특별시 동대문구 사가정로2길 20-8,37.56893761,127.0536393,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0277),1,서울특별시 동대문구 황물로 91-1,37.5704996,127.050665,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0278),1,서울특별시 동대문구 사가정로2길 22-5,37.57063082,127.0512973,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0283),1,서울특별시 동대문구 천호대로67길 35,37.57027909,127.0512564,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0284),1,서울특별시 동대문구 천호대로67길 35,37.57027909,127.0512564,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0287),1,서울특별시 동대문구 천호대로67길 38-1,37.5703183,127.0516522,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0288),1,서울특별시 동대문구 천호대로67길 38-1,37.5703183,127.0516522,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0289),1,서울특별시 동대문구 천호대로67길 30,37.56998168,127.0512489,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0290),1,서울특별시 동대문구 천호대로67길 38-4,37.57011063,127.0515982,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0291),1,서울특별시 동대문구 천호대로67길 38-4,37.57011063,127.0515982,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0292),1,서울특별시 동대문구 천호대로67길 32-4,37.56990132,127.0513405,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0293),1,서울특별시 동대문구 천호대로67길 38-8,37.5701402,127.0519148,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0295),1,서울특별시 동대문구 황물로3가길 10,37.56986,127.0518051,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0296),1,서울특별시 동대문구 황물로3가길 17,37.57010589,127.0521303,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0301),1,서울특별시 동대문구 황물로3가길 18-1,37.56996183,127.0521434,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0302),1,서울특별시 동대문구 황물로3길 21-2,37.56986417,127.0523258,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0303),1,서울특별시 동대문구 황물로3길 19-6,37.56981785,127.0521679,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0305),1,서울특별시 동대문구 황물로3길 24,37.56974959,127.0526442,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0306),1,서울특별시 동대문구 사가정로2길 56,37.56977698,127.0526891,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0307),1,서울특별시 동대문구 황물로3길 20-1,37.56964912,127.0524757,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0308),1,서울특별시 동대문구 황물로3길 20,37.56961227,127.0523743,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0309),1,서울특별시 동대문구 황물로3길 15,37.56961073,127.0521818,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0310),1,서울특별시 동대문구 황물로3길 14,37.56948414,127.0521268,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0311),1,서울특별시 동대문구 황물로3길 11,37.56956432,127.0520126,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0312),1,서울특별시 동대문구 황물로3가길 6,37.56970756,127.0518976,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0313),1,서울특별시 동대문구 황물로3길 7,37.56956286,127.0518315,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0314),1,서울특별시 동대문구 황물로3길 8,37.56944565,127.0518217,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0315),1,서울특별시 동대문구 황물로3길 14,37.56948414,127.0521268,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0316),1,서울특별시 동대문구 황물로3길 16,37.56947749,127.0524212,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0317),1,서울특별시 동대문구 황물로3길 16,37.56947749,127.0524212,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0318),1,서울특별시 동대문구 황물로3길 12-8,37.56929503,127.0521405,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0319),1,서울특별시 동대문구 황물로 109,37.56915662,127.0517348,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0320),1,서울특별시 동대문구 황물로3길 6-10,37.56911348,127.051973,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0321),1,서울특별시 동대문구 황물로3길 6-9,37.56920439,127.0520738,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0324),1,서울특별시 동대문구 천호대로69길 30,37.56919801,127.0524021,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0325),1,서울특별시 동대문구 천호대로69가길 8,37.56910873,127.0525051,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0326),1,서울특별시 동대문구 천호대로69가길 5-4,37.56908415,127.0528111,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0327),1,서울특별시 동대문구 천호대로69가길 10,37.56905576,127.0526417,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0328),1,서울특별시 동대문구 천호대로69가길 4-5,37.56895511,127.0524505,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0329),1,서울특별시 동대문구 천호대로 69가길 9,37.56917397,127.052776,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0331),1,서울특별시 동대문구 천호대로69나길 5,37.56941778,127.0528408,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0333),1,서울특별시 동대문구 천호대로69나길 9,37.56935643,127.0530567,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0334),1,서울특별시 동대문구 천호대로69가길 15-3,37.56918462,127.0529796,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0335),1,서울특별시 동대문구 천호대로69가길 15,37.56905821,127.0529473,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0336),1,서울특별시 동대문구 천호대로69가길 15,37.56905821,127.0529473,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0337),1,서울특별시 동대문구 천호대로69나길 20,37.5690603,127.0532076,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0338),1,서울특별시 동대문구 천호대로69나길 17,37.5691431,127.0534216,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0339),1,서울특별시 동대문구 사가정로2길 72-1,37.56921563,127.0534773,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0342),1,서울특별시 동대문구 천호대로69나길 23,37.56905482,127.0536492,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
답십리1동(0343),1,서울특별시 동대문구 천호대로71길 39,37.56898084,127.0534124,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
