연번,행정동,도로명주소,지번주소,위도,경도
77,반포2동,서울특별시 서초구 피천득산책로1-42,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
78,반포2동,서울특별시 서초구 피천득산책로1-43,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
79,반포2동,서울특별시 서초구 피천득산책로1-44,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
80,서초1동,서울특별시 서초구 남부순환로333길 56,서울특별시 서초구 서초동 1431-13,37.48462887,127.0218546
81,반포2동,서울특별시 서초구 피천득산책로1-45,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
82,반포2동,서울특별시 서초구 피천득산책로1-46,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
83,반포2동,서울특별시 서초구 피천득산책로1-47,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
84,반포2동,서울특별시 서초구 피천득산책로1-48,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
85,반포2동,서울특별시 서초구 피천득산책로1-49,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
86,반포2동,서울특별시 서초구 피천득산책로1-50,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
87,반포2동,서울특별시 서초구 피천득산책로1-51,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
88,반포2동,서울특별시 서초구 피천득산책로1-52,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
89,반포2동,서울특별시 서초구 피천득산책로1-53,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
90,반포2동,서울특별시 서초구 피천득산책로1-54,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
91,서초1동,서울특별시 서초구 남부순환로335길 21,서울특별시 서초구 서초동 1429-9,37.48373883,127.0210069
92,반포2동,서울특별시 서초구 피천득산책로1-55,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
93,반포2동,서울특별시 서초구 피천득산책로1-56,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
94,반포2동,서울특별시 서초구 피천득산책로1-57,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
95,반포2동,서울특별시 서초구 피천득산책로1-58,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
96,반포2동,서울특별시 서초구 피천득산책로1-59,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
97,반포2동,서울특별시 서초구 피천득산책로1-60,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
98,반포2동,서울특별시 서초구 피천득산책로1-61,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
99,반포2동,서울특별시 서초구 피천득산책로1-62,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
100,반포2동,서울특별시 서초구 피천득산책로1-63,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
101,반포2동,서울특별시 서초구 피천득산책로1-64,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
102,서초1동,서울특별시 서초구 남부순환로335길 35,서울특별시 서초구 서초동 1431-7,37.48411262,127.0215334
103,반포2동,서울특별시 서초구 피천득산책로1-65,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
104,반포2동,서울특별시 서초구 피천득산책로1-66,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
105,반포2동,서울특별시 서초구 피천득산책로1-67,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
106,반포2동,서울특별시 서초구 피천득산책로1-68,서울특별시 서초구 반포동 117-12,37.47418168,127.0323353
107,반포2동,서울특별시 서초구 피천득산책로1-69,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
108,반포2동,서울특별시 서초구 피천득산책로1-70,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
109,반포2동,서울특별시 서초구 피천득산책로1-71,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
110,반포2동,서울특별시 서초구 피천득산책로1-72,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
111,반포2동,서울특별시 서초구 피천득산책로1-73,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
112,반포2동,서울특별시 서초구 피천득산책로1-74,서울특별시 서초구 반포동 117-13,37.47418168,127.0323353
113,양재2동,서울특별시 서초구 강남대로6길 70,서울특별시 서초구 양재동 359,37.46849632,127.0445725
114,서초1동,서울특별시 서초구 남부순환로335길 41,서울특별시 서초구 서초동 1431-10,37.48430397,127.021791
115,반포2동,서울특별시 서초구 피천득산책로1-75,서울특별시 서초구 반포동 15-2,37.47418168,127.0323353
116,반포2동,서울특별시 서초구 피천득산책로1-76,서울특별시 서초구 반포동 15-2,37.47418168,127.0323353
117,반포2동,서울특별시 서초구 피천득산책로1-77,서울특별시 서초구 반포동 15-2,37.47418168,127.0323353
118,반포2동,서울특별시 서초구 피천득산책로1-78,서울특별시 서초구 반포동 15-2,37.47418168,127.0323353
119,반포2동,서울특별시 서초구 피천득산책로1-79,서울특별시 서초구 반포동 15-2,37.47418168,127.0323353
120,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
121,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
122,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
123,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
124,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
125,서초1동,서울특별시 서초구 남부순환로337가길 3-3,서울특별시 서초구 서초동 1432-3,37.48376199,127.0216285
126,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
127,내곡동,서울특별시 서초구 헌릉로8길 10-12,서울특별시 서초구 신원동 557,37.45588053,127.0579459
128,내곡동,서울특별시 서초구 헌릉로468길1-1,서울특별시 서초구 내곡동 1-2740,37.45992859,127.0893192
129,내곡동,서울특별시 서초구 헌릉로468길1-2,서울특별시 서초구 내곡동 1-3029,37.45992859,127.0893192
130,서초1동,서울특별시 서초구 남부순환로337가길 11-3,서울특별시 서초구 서초동 1432-11,37.48379201,127.0219899
131,내곡동,서울특별시 서초구 헌릉로468길1-3,서울특별시 서초구 내곡동 1-3030,37.45992859,127.0893192
132,내곡동,서울특별시 서초구 헌릉로468길1-4,서울특별시 서초구 내곡동 1-3030,37.45992859,127.0893192
133,내곡동,서울특별시 서초구 헌릉로468길1-5,서울특별시 서초구 내곡동 1-3030,37.45992859,127.0893192
134,내곡동,서울특별시 서초구 헌릉로468길1-6,서울특별시 서초구 내곡동 1-2750,37.45992859,127.0893192
135,내곡동,서울특별시 서초구 헌릉로468길1-7,서울특별시 서초구 내곡동 1-2750,37.45992859,127.0893192
136,내곡동,서울특별시 서초구 헌릉로468길1-8,서울특별시 서초구 내곡동 1-2750,37.45992859,127.0893192
137,내곡동,서울특별시 서초구 헌릉로468길1-9,서울특별시 서초구 내곡동 1-2750,37.45992859,127.0893192
138,내곡동,서울특별시 서초구 헌릉로468길1-10,서울특별시 서초구 내곡동 산 12-648,37.45992859,127.0893192
139,내곡동,서울특별시 서초구 헌릉로468길1-11,서울특별시 서초구 내곡동 산 12-660,37.45992859,127.0893192
140,내곡동,서울특별시 서초구 헌릉로468길1-12,서울특별시 서초구 내곡동 산 12-648,37.45992859,127.0893192
141,서초1동,서울특별시 서초구 남부순환로337가길 11-6,서울특별시 서초구 서초동 1432-18,37.4838119,127.0222158
142,내곡동,서울특별시 서초구 헌릉로468길1-15,서울특별시 서초구 내곡동 산 12-648,37.45992859,127.0893192
143,서초1동,서울특별시 서초구 남부순환로337가길 11-10,서울특별시 서초구 서초동 1432-16,37.48406351,127.0221334
144,내곡동,서울특별시 서초구 헌릉로 7,서울특별시 서초구 염곡동 300-10,37.46546459,127.0440571
145,내곡동,서울특별시 서초구 헌릉로 7,서울특별시 서초구 염곡동 300-10,37.46546459,127.0440571
146,내곡동,서울특별시 서초구 헌릉로 7,서울특별시 서초구 염곡동 300-10,37.46546459,127.0440571
147,내곡동,서울특별시 서초구 헌릉로 7,서울특별시 서초구 염곡동 300-10,37.46546459,127.0440571
148,내곡동,서울특별시 서초구 헌릉로 7,서울특별시 서초구 염곡동 300-10,37.46546459,127.0440571
149,내곡동,서울특별시 서초구 헌릉로 13,서울특별시 서초구 염곡동 302-8,37.46511878,127.0447511
150,내곡동,서울특별시 서초구 헌릉로 13,서울특별시 서초구 염곡동 302-8,37.46511878,127.0447511
151,내곡동,서울특별시 서초구 헌릉로 13,서울특별시 서초구 염곡동 302-8,37.46511878,127.0447511
152,서초1동,서울특별시 서초구 남부순환로337가길 21,서울특별시 서초구 서초동 1436-10,37.48390779,127.0229156
153,내곡동,서울특별시 서초구 헌릉로 13,서울특별시 서초구 염곡동 302-8,37.46511878,127.0447511
154,양재2동,서울특별시 서초구 헌릉로 48,서울특별시 서초구 양재동 229,37.462092,127.0470842
155,양재2동,서울특별시 서초구 헌릉로 48,서울특별시 서초구 양재동 229,37.462092,127.0470842
156,양재2동,서울특별시 서초구 헌릉로 48,서울특별시 서초구 양재동 229,37.462092,127.0470842
157,양재2동,서울특별시 서초구 헌릉로 48,서울특별시 서초구 양재동 229,37.462092,127.0470842
158,양재2동,서울특별시 서초구 헌릉로 48,서울특별시 서초구 양재동 229,37.462092,127.0470842
159,내곡동,서울특별시 서초구 헌릉로 164,서울특별시 서초구 내곡동 217-5,37.45723433,127.0582229
160,내곡동,서울특별시 서초구 헌인릉1길 4,서울특별시 서초구 내곡동 1-310,37.4614873,127.0823032
161,내곡동,서울특별시 서초구 헌인릉1길 8,서울특별시 서초구 내곡동 1-2811,37.46171482,127.0825944
162,내곡동,서울특별시 서초구 헌인릉1길 15,서울특별시 서초구 내곡동 1-1592,37.46235995,127.0832873
163,서초1동,서울특별시 서초구 남부순환로337가길 26,서울특별시 서초구 서초동 1422-1,37.48361966,127.0229419
164,내곡동,서울특별시 서초구 헌인릉1길 17,서울특별시 서초구 내곡동 1-3026,37.4624692,127.083433
165,내곡동,서울특별시 서초구 헌인릉1길 42,서울특별시 서초구 내곡동 1-828,37.46397978,127.0853476
166,내곡동,서울특별시 서초구 헌인릉1길 67,서울특별시 서초구 내곡동 1-889,37.46514979,127.0875038
167,양재1동,서울특별시 서초구 형촌3길 12-8,서울특별시 서초구 우면동 222-1,37.46495411,127.019115
168,양재1동,서울특별시 서초구 형촌3길 12-8,서울특별시 서초구 우면동 222-1,37.46495411,127.019115
169,양재1동,서울특별시 서초구 형촌3길 20,서울특별시 서초구 우면동 228-3,37.46478791,127.0186311
170,양재1동,서울특별시 서초구 형촌3길 28,서울특별시 서초구 우면동 223-7,37.46497711,127.0186286
171,양재1동,서울특별시 서초구 형촌5길 10-7,서울특별시 서초구 우면동 221-14,37.4653663,127.0188383
172,양재1동,서울특별시 서초구 형촌5길 10-8,서울특별시 서초구 우면동 221-24,37.46535954,127.0191097
173,양재1동,서울특별시 서초구 형촌5길 17,서울특별시 서초구 우면동 226,37.46510052,127.0182992
174,서초1동,서울특별시 서초구 남부순환로337가길 33,서울특별시 서초구 서초동 1434-12,37.48392165,127.0235034
175,양재1동,서울특별시 서초구 형촌5길 26,서울특별시 서초구 우면동 221-11,37.46539183,127.0186571
176,양재1동,서울특별시 서초구 형촌6길 12,서울특별시 서초구 우면동 255-16,37.46507873,127.0200177
177,양재1동,서울특별시 서초구 형촌7길 10-6,서울특별시 서초구 우면동 219-11,37.46569299,127.0191167
178,양재1동,서울특별시 서초구 형촌7길 10-11,서울특별시 서초구 우면동 218-1,37.46597032,127.0188757
179,양재1동,서울특별시 서초구 형촌7길 10-11,서울특별시 서초구 우면동 218-1,37.46597032,127.0188757
180,양재1동,서울특별시 서초구 형촌7길 10-12,서울특별시 서초구 우면동 219-2,37.46596356,127.0191471
181,양재1동,서울특별시 서초구 형촌8길 8,서울특별시 서초구 우면동 255-7,37.46575567,127.0201559
182,양재1동,서울특별시 서초구 형촌8길 18,서울특별시 서초구 우면동 257-1,37.46564886,127.0203155
183,양재1동,서울특별시 서초구 형촌8길 22,서울특별시 서초구 우면동 257-2,37.46571333,127.0204843
184,양재1동,서울특별시 서초구 형촌9길 16,서울특별시 서초구 우면동 213-6,37.46621227,127.0187143
185,서초1동,서울특별시 서초구 남부순환로337가길 43-6,서울특별시 서초구 서초동 1434-6,37.48425566,127.0235782
186,양재1동,서울특별시 서초구 형촌10길 8,서울특별시 서초구 우면동 210-9,37.46601498,127.0199151
187,양재1동,서울특별시 서초구 형촌길1-1-LED,서울특별시 서초구 우면동 692,37.46522936,127.0197106
188,양재1동,서울특별시 서초구 형촌길1-2-LED,서울특별시 서초구 우면동 692,37.46522936,127.0197106
189,양재1동,서울특별시 서초구 형촌길1-3-LED,서울특별시 서초구 우면동 692,37.46522936,127.0197106
190,양재1동,서울특별시 서초구 형촌길1-4-LED,서울특별시 서초구 우면동 692,37.46522936,127.0197106
191,양재1동,서울특별시 서초구 형촌길1-5-LED,서울특별시 서초구 우면동 254,37.46522936,127.0197106
192,양재1동,서울특별시 서초구 형촌길1-6-LED,서울특별시 서초구 우면동 254,37.46522936,127.0197106
193,양재1동,서울특별시 서초구 형촌길1-7-LED,서울특별시 서초구 우면동 258-3,37.46522936,127.0197106
194,양재1동,서울특별시 서초구 형촌길1-8-LED,서울특별시 서초구 우면동 223,37.46522936,127.0197106
195,양재1동,서울특별시 서초구 형촌길1-9-LED,서울특별시 서초구 우면동 223,37.46522936,127.0197106
196,서초1동,서울특별시 서초구 남부순환로337가길 51-6,서울특별시 서초구 서초동 1435-2,37.48465572,127.024014
197,양재1동,서울특별시 서초구 형촌길1-10-LED,서울특별시 서초구 우면동 223,37.46522936,127.0197106
198,양재1동,서울특별시 서초구 형촌길 79,서울특별시 서초구 우면동 221-23,37.46493778,127.0193187
199,양재1동,서울특별시 서초구 형촌길 80,서울특별시 서초구 우면동 255-22,37.46493148,127.0196466
200,양재1동,서울특별시 서초구 형촌길 89,서울특별시 서초구 우면동 221-26,37.46532491,127.0192797
201,양재1동,서울특별시 서초구 형촌길 99,서울특별시 서초구 우면동 221-1,37.46573954,127.0192969
202,양재1동,서울특별시 서초구 형촌길 100,서울특별시 서초구 우면동 210-8,37.4658682,127.0196005
203,양재1동,서울특별시 서초구 형촌길 107,서울특별시 서초구 우면동 212-3,37.46617228,127.0193252
204,양재1동,서울특별시 서초구 형촌천1-1,서울특별시 서초구 우면동 710,37.47418168,127.0323353
205,양재1동,서울특별시 서초구 형촌천1-2,서울특별시 서초구 우면동 710,37.47418168,127.0323353
206,양재1동,서울특별시 서초구 형촌천1-3,서울특별시 서초구 우면동 710,37.47418168,127.0323353
207,양재2동,서울특별시 서초구 강남대로6길 70,서울특별시 서초구 양재동 359,37.46849632,127.0445725
208,서초1동,서울특별시 서초구 남부순환로337가길 51-6,서울특별시 서초구 서초동 1435-2,37.48465572,127.024014
209,양재1동,서울특별시 서초구 형촌천1-4,서울특별시 서초구 우면동 710,37.47418168,127.0323353
210,양재1동,서울특별시 서초구 형촌천1-5,서울특별시 서초구 우면동 710,37.47418168,127.0323353
211,양재1동,서울특별시 서초구 형촌천1-6,서울특별시 서초구 우면동 710,37.47418168,127.0323353
212,양재1동,서울특별시 서초구 형촌천1-7,서울특별시 서초구 우면동 710,37.47418168,127.0323353
213,양재1동,서울특별시 서초구 형촌천1-8,서울특별시 서초구 우면동 710,37.47418168,127.0323353
214,양재1동,서울특별시 서초구 형촌천1-9,서울특별시 서초구 우면동 710,37.47418168,127.0323353
215,양재1동,서울특별시 서초구 형촌천1-10,서울특별시 서초구 우면동 703,37.47418168,127.0323353
216,양재1동,서울특별시 서초구 형촌천1-11,서울특별시 서초구 우면동 703,37.47418168,127.0323353
217,양재1동,서울특별시 서초구 형촌천1-12,서울특별시 서초구 우면동 703,37.47418168,127.0323353
218,양재1동,서울특별시 서초구 형촌천1-13,서울특별시 서초구 우면동 703,37.47418168,127.0323353
219,서초1동,서울특별시 서초구 남부순환로337가길 51-9,서울특별시 서초구 서초동 1434-2,37.4845175,127.0236426
220,양재1동,서울특별시 서초구 형촌천1-14,서울특별시 서초구 우면동 702,37.47418168,127.0323353
221,양재1동,서울특별시 서초구 형촌천1-15,서울특별시 서초구 우면동 704,37.47418168,127.0323353
222,양재1동,서울특별시 서초구 형촌천1-16,서울특별시 서초구 우면동 704,37.47418168,127.0323353
223,양재1동,서울특별시 서초구 형촌천1-17,서울특별시 서초구 우면동 704,37.47418168,127.0323353
224,양재1동,서울특별시 서초구 형촌천1-18,서울특별시 서초구 우면동 704,37.47418168,127.0323353
225,양재1동,서울특별시 서초구 형촌천1-19,서울특별시 서초구 우면동 704,37.47418168,127.0323353
226,양재1동,서울특별시 서초구 형촌천1-20,서울특별시 서초구 우면동 704,37.47418168,127.0323353
227,양재1동,서울특별시 서초구 형촌천1-21,서울특별시 서초구 우면동 704,37.47418168,127.0323353
228,양재1동,서울특별시 서초구 형촌천1-22,서울특별시 서초구 우면동 704,37.47418168,127.0323353
229,양재1동,서울특별시 서초구 형촌천1-23,서울특별시 서초구 우면동 704,37.47418168,127.0323353
230,서초1동,서울특별시 서초구 남부순환로337가길 51-9,서울특별시 서초구 서초동 1434-2,37.4845175,127.0236426
231,양재1동,서울특별시 서초구 형촌천1-24,서울특별시 서초구 우면동 704,37.47418168,127.0323353
232,양재1동,서울특별시 서초구 형촌천1-25,서울특별시 서초구 우면동 704,37.47418168,127.0323353
233,양재1동,서울특별시 서초구 형촌천1-26,서울특별시 서초구 우면동 704,37.47418168,127.0323353
234,양재1동,서울특별시 서초구 형촌천1-27,서울특별시 서초구 우면동 704,37.47418168,127.0323353
235,양재1동,서울특별시 서초구 형촌천1-28-LED,서울특별시 서초구 우면동 704,37.47418168,127.0323353
236,양재1동,서울특별시 서초구 형촌천1-29,서울특별시 서초구 우면동 704,37.47418168,127.0323353
237,양재1동,서울특별시 서초구 형촌천2-1-LED,서울특별시 서초구 우면동 736,37.47418168,127.0323353
238,양재1동,서울특별시 서초구 형촌천2-2,서울특별시 서초구 우면동 736,37.47418168,127.0323353
239,양재1동,서울특별시 서초구 형촌천2-3-LED,서울특별시 서초구 우면동 736,37.47418168,127.0323353
240,양재1동,서울특별시 서초구 형촌천2-4,서울특별시 서초구 우면동 736,37.47418168,127.0323353
241,서초1동,서울특별시 서초구 남부순환로337가길 51-9,서울특별시 서초구 서초동 1434-2,37.4845175,127.0236426
242,양재1동,서울특별시 서초구 형촌천2-5-LED,서울특별시 서초구 우면동 736,37.47418168,127.0323353
243,양재1동,서울특별시 서초구 형촌천2-6,서울특별시 서초구 우면동 736,37.47418168,127.0323353
244,양재1동,서울특별시 서초구 형촌천2-7-LED,서울특별시 서초구 우면동 737,37.47418168,127.0323353
245,양재1동,서울특별시 서초구 형촌천2-8,서울특별시 서초구 우면동 736,37.47418168,127.0323353
246,양재1동,서울특별시 서초구 형촌천2-9,서울특별시 서초구 우면동 736,37.47418168,127.0323353
